minutes_to_match,last_match_time,total_matched,total_available,home_last_price_traded,away_last_price_traded,draw_last_price_traded,home_back_1_price,home_back_2_price,home_back_3_price,away_back_1_price,away_back_2_price,away_back_3_price,draw_back_1_price,draw_back_2_price,draw_back_3_price,home_back_1_size,home_back_2_size,home_back_3_size,away_back_1_size,away_back_2_size,away_back_3_size,draw_back_1_size,draw_back_2_size,draw_back_3_size,home_lay_1_price,home_lay_2_price,home_lay_3_price,away_lay_1_price,away_lay_2_price,away_lay_3_price,draw_lay_1_price,draw_lay_2_price,draw_lay_3_price,home_lay_1_size,home_lay_2_size,home_lay_3_size,away_lay_1_size,away_lay_2_size,away_lay_3_size,draw_lay_1_size,draw_lay_2_size,draw_lay_3_size
237,2023-09-30T14:59:19.658Z,38415.6364010938,123144.86789325376,2.52,2.94,3.9,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,421.61,778.84,2235.74,177.35,132.57,465.35,356.26,1210.26,715.27,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,796.31,817.77,181.57,411.16,362.35,1155.96,355.02,1412.45,88.61
236,2023-09-30T14:59:19.658Z,38415.6364010938,123697.8492250337,2.52,2.94,3.9,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,421.61,779.63,2314.15,177.35,132.57,469.35,374.7,1213.3,741.27,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,800.88,845.72,198.69,415.08,414.88,1160.81,357.97,1432.45,88.61
235,2023-09-30T15:01:03.649Z,38498.30309050776,123644.38710717166,2.5,2.94,3.9,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,417.2,779.63,2314.15,177.35,132.57,423.34,374.7,1213.3,741.27,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,800.88,845.72,198.69,411.33,423.04,1152.71,323.99,1429.66,91.36
234,2023-09-30T15:01:03.649Z,38498.30309050776,123726.15847050794,2.5,2.94,3.9,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,417.2,779.63,2314.15,221.14,132.57,423.34,374.7,1213.3,741.27,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,866.95,795.37,198.69,411.33,423.04,1152.71,356.78,1397.29,123.33
233,2023-09-30T15:01:03.649Z,38498.30309050776,123726.15847050794,2.5,2.94,3.9,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,417.2,779.63,2314.15,221.14,132.57,423.34,374.7,1213.3,741.27,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,866.95,795.37,198.69,411.33,423.04,1152.71,356.78,1397.29,123.33
232,2023-09-30T15:01:03.649Z,38498.30309050776,123711.30314885854,2.5,2.94,3.9,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,417.2,779.63,2398.67,221.14,132.57,423.34,374.7,1213.3,741.27,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,866.95,732.08,270.9,411.33,423.04,1222.48,356.78,1397.29,123.33
231,2023-09-30T15:07:13.843Z,38753.7595781733,126925.1891410929,2.5,2.92,3.85,2.5,2.48,2.46,2.9,2.88,,3.85,3.8,3.75,481.67,779.63,2637.37,154.2,451.43,,308.34,1313.36,793.24,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,647.83,682.31,501.15,589.68,129.71,1565.67,235.95,1450.37,269.97
230,2023-09-30T15:07:13.843Z,38753.7595781733,126925.71211679664,2.5,2.92,3.85,2.5,2.48,2.46,2.9,2.88,,3.85,3.8,3.75,481.67,779.63,2637.37,154.2,451.43,,308.34,1313.36,793.24,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,647.83,682.31,488.15,589.68,129.71,1565.67,235.95,1450.37,269.97
228,2023-09-30T15:07:13.843Z,38753.7595781733,126921.32820692084,2.5,2.92,3.85,2.5,2.48,2.46,2.9,2.88,,3.85,3.8,3.75,481.67,779.63,2637.37,154.2,451.43,,308.34,1313.36,898.24,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,647.83,682.31,501.15,589.68,270.2,1426.12,235.95,1450.37,269.97
227,2023-09-30T15:11:04.634Z,38881.96461208629,125895.3129816588,2.5,2.92,3.85,2.5,2.48,2.46,2.9,2.88,,3.85,3.8,3.75,477.27,779.63,2637.37,184.17,374.74,,248.64,1313.36,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,739.03,694.93,431.67,511.5,270.2,1499.57,201.75,1450.37,245.34
226,2023-09-30T15:10:29.656Z,38873.16890722318,125894.64436539763,2.5,2.92,3.85,2.5,2.48,2.46,2.9,2.88,,3.85,3.8,3.75,481.67,779.63,2637.37,184.17,371.62,,248.64,1313.36,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,739.03,694.93,431.67,511.5,270.2,1503.26,199.44,1450.37,248.09
225,2023-09-30T15:12:02.607Z,38887.72506687089,125973.51451813306,2.5,2.92,3.85,2.5,2.48,2.46,2.9,2.88,,3.85,3.8,3.75,477.27,779.63,2637.37,179.91,374.74,,247.14,1313.36,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,734.08,694.93,434.28,509.54,270.2,1501.5,198.55,1450.37,248.46
224,2023-09-30T15:12:02.607Z,38887.72506687089,126025.2200148219,2.5,2.92,3.85,2.5,2.48,2.46,2.9,2.88,,3.85,3.8,3.75,477.27,779.63,2637.37,209.87,374.74,,247.14,1313.36,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,768.81,659.79,438.88,509.54,270.2,1501.5,220.99,1450.37,226.58
223,2023-09-30T15:12:02.607Z,38887.72506687089,126039.7223985409,2.5,2.92,3.85,2.5,2.48,2.46,2.9,2.88,,3.85,3.8,3.75,477.27,779.63,2637.37,209.87,374.74,,247.14,1313.36,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,768.81,659.79,438.88,509.54,270.2,1501.5,220.99,1450.37,226.58
222,2023-09-30T15:15:10.991Z,38890.02756687088,126038.47763621408,2.5,2.92,3.85,2.5,2.48,2.46,2.9,2.88,,3.85,3.8,3.75,476.12,779.63,2637.37,209.87,374.74,,247.14,1313.36,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,768.81,659.79,438.88,509.54,270.2,1500.54,220.99,1450.37,225.86
221,2023-09-30T15:15:48.038Z,38901.785254577,126461.35303820761,2.52,2.94,3.85,2.5,2.48,2.46,2.9,2.88,,3.85,3.8,3.75,476.12,779.63,2636.0,209.87,374.74,,247.14,1312.47,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,764.08,659.79,438.88,508.39,270.2,1500.54,220.99,1450.37,225.86
220,2023-09-30T15:15:48.038Z,38901.785254577,126461.35303820761,2.52,2.94,3.85,2.5,2.48,2.46,2.9,2.88,,3.85,3.8,3.75,476.12,779.63,2636.0,209.87,374.74,,247.14,1312.47,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,764.08,659.79,438.88,508.39,270.2,1500.54,220.99,1450.37,225.86
219,2023-09-30T15:15:48.038Z,38901.785254577,126461.35303820769,2.52,2.94,3.85,2.5,2.48,2.46,2.9,2.88,,3.85,3.8,3.75,476.12,779.63,2636.0,209.87,374.74,,247.14,1312.47,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,764.08,659.79,438.88,508.39,270.2,1500.54,220.99,1450.37,225.86
218,2023-09-30T15:15:48.038Z,38901.785254577,126527.61199212229,2.52,2.94,3.85,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,476.12,779.63,2636.0,117.67,122.17,374.74,247.14,1312.47,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,803.41,625.34,438.88,508.39,270.2,1500.54,243.43,1450.37,203.99
217,2023-09-30T15:21:05.604Z,38910.5488932725,126521.55016846415,2.5,2.94,3.85,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,471.74,779.63,2636.0,117.67,122.17,374.74,247.14,1312.47,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,803.41,625.34,438.88,508.39,270.2,1496.86,243.43,1450.37,201.25
216,2023-09-30T15:21:05.604Z,38910.5488932725,126521.55016846415,2.5,2.94,3.85,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,471.74,779.63,2636.0,117.67,122.17,374.74,247.14,1312.47,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,803.41,625.34,438.88,508.39,270.2,1496.86,243.43,1450.37,201.25
215,2023-09-30T15:21:05.604Z,38910.5488932725,126653.32221956864,2.5,2.94,3.85,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,471.74,779.63,2636.0,117.67,122.17,374.74,247.14,1312.47,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,803.41,625.34,438.88,508.39,270.2,1496.86,243.43,1450.37,201.25
214,2023-09-30T15:21:05.604Z,38910.5488932725,126899.41953912779,2.5,2.94,3.85,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,471.74,779.63,2636.0,155.7,164.57,374.74,247.14,1312.47,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,847.48,548.49,526.17,508.39,270.2,1496.86,271.9,1480.18,145.35
213,2023-09-30T15:21:05.604Z,38910.5488932725,126899.41953912779,2.5,2.94,3.85,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,471.74,779.63,2636.0,155.7,164.57,374.74,247.14,1312.47,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,847.48,548.49,526.17,508.39,270.2,1496.86,271.9,1480.18,145.35
212,2023-09-30T15:21:05.604Z,38910.5488932725,126899.41953912779,2.5,2.94,3.85,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,471.74,779.63,2636.0,155.7,164.57,374.74,247.14,1312.47,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,847.48,548.49,526.17,508.39,270.2,1496.86,271.9,1480.18,145.35
211,2023-09-30T15:21:05.604Z,38910.5488932725,126899.41953912779,2.5,2.94,3.85,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,471.74,779.63,2636.0,155.7,164.57,374.74,247.14,1312.47,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,847.48,548.49,526.17,508.39,270.2,1496.86,271.9,1480.18,145.35
210,2023-09-30T15:21:05.604Z,38910.5488932725,126899.41953912779,2.5,2.94,3.85,2.5,2.48,2.46,2.92,2.9,2.88,3.85,3.8,3.75,471.74,779.63,2636.0,155.7,164.57,374.74,247.14,1312.47,904.13,2.52,2.54,2.56,2.94,2.96,2.98,3.9,3.95,4.0,847.48,548.49,526.17,508.39,270.2,1496.86,271.9,1480.18,145.35
