minutes_to_match,last_match_time,total_matched,total_available,home_last_price_traded,home_back_1_price,home_back_1_size,home_lay_1_price,home_lay_1_size,home_back_2_price,home_back_2_size,home_lay_2_price,home_lay_2_size,home_back_3_price,home_back_3_size,home_lay_3_price,home_lay_3_size,away_last_price_traded,away_back_1_price,away_back_1_size,away_lay_1_price,away_lay_1_size,away_back_2_price,away_back_2_size,away_lay_2_price,away_lay_2_size,away_back_3_price,away_back_3_size,away_lay_3_price,away_lay_3_size,draw_last_price_traded,draw_back_1_price,draw_back_1_size,draw_lay_1_price,draw_lay_1_size,draw_back_2_price,draw_back_2_size,draw_lay_2_price,draw_lay_2_size,draw_back_3_price,draw_back_3_size,draw_lay_3_price,draw_lay_3_size
234,2023-05-15T15:03:24.104Z,669584.6604186945,508171.2724504976,5.3,5.2,3259.48,5.3,1036.98,5.1,3235.97,5.4,1906.02,5.0,2718.62,5.5,6250.06,1.69,1.68,32993.48,1.69,1825.98,1.67,5966.94,1.7,5022.17,1.66,12613.96,1.71,11216.68,4.7,4.6,134.32,4.7,3076.97,4.5,6097.28,4.8,11415.28,4.4,5359.9,4.9,8545.74
233,2023-05-15T15:03:55.145Z,669772.1880200866,507909.1431510725,5.2,5.2,3224.61,5.3,1036.98,5.1,3222.74,5.4,1906.02,5.0,2718.62,5.5,6250.06,1.68,1.68,32990.57,1.69,1786.04,1.67,5966.94,1.7,5022.17,1.66,12568.52,1.71,11110.66,4.7,4.6,134.32,4.7,3060.92,4.5,6082.28,4.8,11377.51,4.4,5359.9,4.9,8545.74
232,2023-05-15T15:04:12.859Z,669870.5636360865,508867.9001556629,5.3,5.2,3224.59,5.3,991.13,5.1,3222.74,5.4,1921.72,5.0,2718.62,5.5,6250.06,1.68,1.68,33004.51,1.69,1785.94,1.67,5810.84,1.7,5072.09,1.66,12811.85,1.71,11061.03,4.7,4.6,153.8,4.7,3095.14,4.5,6079.91,4.8,11377.51,4.4,5359.9,4.9,8545.74
231,2023-05-15T15:07:03.266Z,670963.6761712676,514138.03045506845,5.3,5.2,3265.68,5.3,844.39,5.1,3726.84,5.4,1870.65,5.0,2729.04,5.5,6258.88,1.68,1.68,32730.35,1.69,2468.31,1.67,5355.46,1.7,4940.65,1.66,12425.27,1.71,11347.25,4.6,4.5,6443.29,4.7,3015.2,4.4,5371.79,4.8,11717.38,,,4.9,8545.7
230,2023-05-15T15:09:05.351Z,671136.6322126843,514762.4727084524,5.3,5.2,3265.68,5.3,732.54,5.1,3997.8,5.4,1870.61,5.0,2695.87,5.5,6258.88,1.68,1.68,32709.23,1.69,3086.92,1.67,5078.51,1.7,5040.86,1.66,12959.76,1.71,11347.37,4.7,4.5,6350.47,4.7,3004.12,4.4,5743.05,4.8,11787.47,,,4.9,8477.04
229,2023-05-15T15:07:34.135Z,670965.0830039755,514333.4088354196,5.3,5.2,3265.68,5.3,843.68,5.1,3765.0,5.4,1870.61,5.0,2729.04,5.5,6258.88,1.68,1.68,32730.35,1.69,2583.45,1.67,5353.23,1.7,4940.52,1.66,12427.51,1.71,11347.37,4.6,4.5,6481.37,4.7,3015.2,4.4,5377.02,4.8,11717.38,,,4.9,8545.7
228,2023-05-15T15:10:01.148Z,673187.7058200752,515570.62624753057,5.3,5.2,3335.91,5.3,906.19,5.1,4111.44,5.4,2060.53,5.0,2695.87,5.5,6072.69,1.68,1.68,32185.18,1.69,3429.96,1.67,5629.62,1.7,5644.14,1.66,12190.87,1.71,11246.1,4.6,4.6,315.79,4.7,3004.12,4.5,6234.59,4.8,11863.53,4.4,5665.64,4.9,8477.04
227,2023-05-15T15:10:22.900Z,673247.6344611496,515518.2913839752,5.3,5.2,3335.91,5.3,906.19,5.1,4102.14,5.4,2060.53,5.0,2695.87,5.5,6072.69,1.69,1.68,32185.18,1.69,3401.87,1.67,5629.62,1.7,5644.14,1.66,12190.87,1.71,11246.1,4.6,4.6,315.79,4.7,3004.12,4.5,6234.59,4.8,11863.53,4.4,5654.85,4.9,8477.04
226,2023-05-15T15:12:50.288Z,674951.1626247885,515388.7281928042,5.3,5.2,3336.51,5.3,760.46,5.1,4299.24,5.4,2073.73,5.0,2731.72,5.5,5970.53,1.69,1.68,31967.28,1.69,3312.7,1.67,5167.37,1.7,5997.66,1.66,12528.61,1.71,11206.21,4.7,4.6,331.19,4.7,2989.85,4.5,6063.05,4.8,12104.99,4.4,5787.94,4.9,8476.96
225,2023-05-15T15:13:01.097Z,675076.942496896,510617.8223497008,5.3,5.2,3334.63,5.3,699.44,5.1,4299.24,5.4,2073.73,5.0,2731.72,5.5,5970.53,1.69,1.68,31967.28,1.69,3312.7,1.67,4973.72,1.7,5997.66,1.66,12528.61,1.71,11200.5,4.7,4.6,331.19,4.7,2989.85,4.5,5991.18,4.8,11366.65,4.4,5787.94,4.9,7740.66
224,2023-05-15T15:13:19.233Z,675200.346069185,511010.474743764,5.3,5.2,3334.63,5.3,827.25,5.1,4299.24,5.4,2058.24,5.0,2697.27,5.5,5970.53,1.68,1.68,31960.42,1.69,3312.7,1.67,5379.33,1.7,5948.44,1.66,12371.75,1.71,11249.44,4.6,4.6,313.0,4.7,2953.2,4.5,6141.71,4.8,11366.65,4.4,5787.94,4.9,7740.66
223,2023-05-15T15:15:20.149Z,676579.5251467635,509972.8655956232,5.3,5.2,3334.63,5.3,796.37,5.1,4197.41,5.4,2058.24,5.0,2707.61,5.5,5963.17,1.69,1.68,31719.58,1.69,3005.35,1.67,5281.33,1.7,5948.44,1.66,11378.21,1.71,11249.44,4.7,4.6,313.0,4.7,2853.68,4.5,6096.34,4.8,11366.67,4.4,5755.25,4.9,7740.66
222,2023-05-15T15:16:11.628Z,676932.4582691112,508837.08471294335,5.3,5.2,3334.63,5.3,682.03,5.1,4140.05,5.4,2058.24,5.0,2766.11,5.5,5963.17,1.68,1.68,31657.45,1.69,2832.26,1.67,4918.45,1.7,5952.16,1.66,11507.55,1.71,11234.64,4.7,4.6,313.0,4.7,2853.68,4.5,5961.67,4.8,11366.67,4.4,5787.94,4.9,7740.66
221,2023-05-15T15:16:49.472Z,676934.3193551366,511086.2640212134,5.3,5.2,3334.63,5.3,681.1,5.1,4140.05,5.4,2068.05,5.0,2766.11,5.5,5963.17,1.68,1.68,31657.45,1.69,2832.26,1.67,4915.5,1.7,5983.32,1.66,12318.04,1.71,11203.66,4.7,4.6,324.52,4.7,2853.68,4.5,5960.57,4.8,11366.67,4.4,5787.94,4.9,7740.66
220,2023-05-15T15:19:14.258Z,677472.127464535,506321.4740011586,5.2,5.2,3792.57,5.3,931.26,5.1,4250.32,5.4,2137.66,5.0,2721.84,5.5,5974.0,1.68,1.68,31611.6,1.69,2904.34,1.67,6112.26,1.7,6299.81,1.66,11940.89,1.71,12447.31,4.7,4.6,405.69,4.7,2807.62,4.5,6255.78,4.8,11950.01,4.4,5592.25,4.9,7817.21
219,2023-05-15T15:19:44.891Z,678881.9103216504,504645.5267375405,5.3,5.2,3296.54,5.3,935.75,5.1,4144.68,5.4,2159.24,5.0,2707.16,5.5,5974.0,1.68,1.68,31024.16,1.69,2846.77,1.67,6126.51,1.7,6368.35,1.66,11907.29,1.71,10774.74,4.7,4.6,431.02,4.7,2796.18,4.5,6261.07,4.8,11325.22,4.4,5564.73,4.9,7740.66
218,2023-05-15T15:19:44.891Z,678881.9103216504,504645.5267375405,5.3,5.2,3296.54,5.3,935.75,5.1,4144.68,5.4,2159.24,5.0,2707.16,5.5,5974.0,1.68,1.68,31024.16,1.69,2846.77,1.67,6126.51,1.7,6368.35,1.66,11907.29,1.71,10774.74,4.7,4.6,431.02,4.7,2796.18,4.5,6261.07,4.8,11325.22,4.4,5564.73,4.9,7740.66
217,2023-05-15T15:20:38.080Z,681270.7167982401,509846.8396649289,5.3,5.2,3307.54,5.3,522.62,5.1,4147.33,5.4,2134.2,5.0,2716.74,5.5,5928.09,1.68,1.68,30259.28,1.69,2854.77,1.67,4968.39,1.7,6198.86,1.66,12667.31,1.71,10925.45,4.7,4.6,401.63,4.7,2809.25,4.5,5733.05,4.8,11337.14,4.4,5787.94,4.9,7740.66
216,2023-05-15T15:21:12.112Z,681694.9365075394,509920.96794272296,5.3,5.2,3307.54,5.3,555.7,5.1,4138.7,5.4,2092.58,5.0,2694.9,5.5,5877.36,1.68,1.68,30228.89,1.69,2828.71,1.67,4931.87,1.7,6226.86,1.66,12633.71,1.71,11036.78,4.7,4.6,364.88,4.7,2776.65,4.5,5710.01,4.8,11337.14,4.4,5876.27,4.9,7740.66
215,2023-05-15T15:23:23.738Z,685745.086418913,504213.2913370576,5.3,5.3,179.19,5.4,1934.89,5.2,3651.48,5.5,5537.18,5.1,4696.74,5.6,4046.24,1.68,1.68,29416.74,1.69,5888.57,1.67,3168.29,1.7,6307.0,1.66,12160.24,1.71,13143.93,4.7,4.6,236.09,4.7,3080.46,4.5,5047.26,4.8,11423.19,4.4,5814.19,4.9,7850.94
214,2023-05-15T15:23:23.738Z,685745.086418913,505702.8884724036,5.3,5.3,179.19,5.4,1934.89,5.2,3651.48,5.5,5537.18,5.1,4696.74,5.6,4048.55,1.68,1.68,29416.74,1.69,5888.57,1.67,3168.29,1.7,6307.0,1.66,12160.24,1.71,12750.27,4.7,4.6,236.09,4.7,3080.46,4.5,5047.26,4.8,11423.19,4.4,5814.19,4.9,7850.94
213,2023-05-15T15:24:09.105Z,685843.3673743823,502375.71379086905,5.4,5.3,179.19,5.4,2062.54,5.2,3392.75,5.5,5782.01,5.1,4960.77,5.6,3805.99,1.68,1.68,29368.52,1.69,5888.57,1.67,3168.29,1.7,6697.76,1.66,12157.25,1.71,11968.67,4.7,4.6,387.02,4.7,3080.46,4.5,5047.26,4.8,11423.43,4.4,5813.06,4.9,7850.94
212,2023-05-15T15:27:03.104Z,700265.0862982475,496040.8681054355,5.4,5.3,152.72,5.4,1979.97,5.2,3638.7,5.5,5531.97,5.1,5079.91,5.6,4046.72,1.68,1.68,22177.38,1.69,6961.86,1.67,3174.27,1.7,7025.16,1.66,12020.1,1.71,13452.85,4.7,4.6,315.31,4.7,3033.91,4.5,5046.52,4.8,11411.66,4.4,6345.86,4.9,7083.93
211,2023-05-15T15:27:21.935Z,700278.0044050923,497540.778568937,5.4,5.3,152.72,5.4,1979.97,5.2,3638.7,5.5,5531.97,5.1,5079.91,5.6,4046.72,1.68,1.68,22177.38,1.69,6961.86,1.67,3201.28,1.7,6533.69,1.66,12020.1,1.71,14028.33,4.7,4.6,315.31,4.7,3027.46,4.5,5046.52,4.8,11411.66,4.4,6345.86,4.9,7083.93
210,2023-05-15T15:29:16.046Z,701446.1718022274,497433.0344664995,5.3,5.3,176.34,5.4,1990.44,5.2,3665.06,5.5,5531.97,5.1,5048.3,5.6,4071.19,1.69,1.68,21774.55,1.69,6940.51,1.67,3195.29,1.7,6285.27,1.66,12107.5,1.71,14355.44,4.7,4.6,308.4,4.7,2983.71,4.5,5046.52,4.8,11440.21,4.4,6309.21,4.9,6804.91
209,2023-05-15T15:28:42.118Z,700477.9874678631,498020.08223425184,5.4,5.3,196.34,5.4,2001.94,5.2,3379.75,5.5,5801.76,5.1,5357.48,5.6,3806.26,1.68,1.68,22132.14,1.69,7058.25,1.67,3200.39,1.7,6166.11,1.66,12108.84,1.71,13606.3,4.6,4.6,308.4,4.7,3076.64,4.5,5046.52,4.8,11440.27,4.4,6330.34,4.9,6905.83
208,2023-05-15T15:29:16.046Z,701446.1718022274,497433.0344664995,5.3,5.3,176.34,5.4,1990.44,5.2,3665.06,5.5,5531.97,5.1,5048.3,5.6,4071.19,1.69,1.68,21774.55,1.69,6940.51,1.67,3195.29,1.7,6285.27,1.66,12107.5,1.71,14355.44,4.7,4.6,308.4,4.7,2983.71,4.5,5046.52,4.8,11440.21,4.4,6309.21,4.9,6804.91
207,2023-05-15T15:32:20.427Z,709580.7921272598,488720.0279488637,5.4,5.2,3389.75,5.4,1917.88,5.1,5255.31,5.5,5890.67,5.0,1703.89,5.6,3673.56,1.68,1.68,17953.45,1.69,6114.13,1.67,3195.29,1.7,6983.58,1.66,11321.72,1.71,13319.64,4.6,4.6,292.54,4.7,2773.46,4.5,5046.64,4.8,10638.56,4.4,6205.33,4.9,7371.7
206,2023-05-15T15:31:45.076Z,709504.4867715067,495232.4447352554,5.4,5.2,3882.46,5.4,1775.17,5.1,4833.04,5.5,5531.97,5.0,1894.34,5.6,4441.94,1.69,1.68,17958.01,1.69,5552.43,1.67,3195.29,1.7,6979.57,1.66,12810.51,1.71,16014.99,4.7,4.5,5124.78,4.7,2774.1,4.4,5988.9,4.8,10639.53,,,4.9,7705.41
205,2023-05-15T15:33:19.776Z,709799.223730471,490042.64914459287,5.4,5.2,3677.18,5.4,2183.58,5.1,4760.25,5.5,5542.05,5.0,1876.08,5.6,4188.81,1.68,1.68,17928.36,1.69,5504.68,1.67,3195.29,1.7,7264.56,1.66,12588.86,1.71,13907.72,4.6,4.6,392.38,4.7,2775.93,4.5,5058.96,4.8,10627.37,4.4,6252.12,4.9,7301.2
204,2023-05-15T15:32:29.333Z,709602.4501707074,489670.576417218,5.4,5.2,3677.18,5.4,2000.53,5.1,4777.75,5.5,5620.97,5.0,1858.22,5.6,4089.47,1.68,1.68,17942.62,1.69,5557.51,1.67,3195.29,1.7,7261.38,1.66,11996.65,1.71,13910.88,4.6,4.6,391.2,4.7,2775.93,4.5,5046.64,4.8,10632.36,4.4,5988.9,4.9,7377.78
203,2023-05-15T15:33:51.199Z,709866.4875450535,488189.368492044,5.4,5.2,3677.18,5.4,2182.66,5.1,4750.97,5.5,5542.05,5.0,1881.09,5.6,4188.81,1.69,1.68,17928.36,1.69,5476.7,1.67,3195.29,1.7,7264.56,1.66,12585.86,1.71,13861.18,4.7,4.6,392.38,4.7,2771.2,4.5,5058.96,4.8,10627.37,4.4,6250.99,4.9,7383.93
202,2023-05-15T15:36:41.192Z,716087.4085033105,529072.5654056857,5.3,5.2,3647.19,5.4,2047.75,5.1,4662.24,5.5,6081.53,5.0,1869.58,5.6,4188.81,1.69,1.68,15581.35,1.69,5205.14,1.67,3195.29,1.7,6833.82,1.66,12574.28,1.71,14309.09,4.6,4.6,238.18,4.7,2661.31,4.5,5046.52,4.8,9807.25,4.4,6077.71,4.9,7667.79
201,2023-05-15T15:35:44.157Z,711749.9856765714,531941.2487418435,5.4,5.2,3725.54,5.4,2029.41,5.1,4826.61,5.5,6002.61,,,5.6,4188.81,1.68,1.68,17561.42,1.69,5946.9,1.67,3195.29,1.7,6686.72,1.66,12433.2,1.71,14390.9,4.6,4.6,267.57,4.7,2753.49,4.5,5058.84,4.8,10413.76,4.4,6193.52,4.9,7563.15
200,2023-05-15T15:38:47.233Z,716465.4731028602,529459.5637052393,5.4,5.3,116.69,5.4,1938.58,5.2,3646.21,5.5,5992.53,5.1,4876.24,5.6,4175.23,1.68,1.68,15016.15,1.69,6213.84,1.67,3195.29,1.7,6265.55,1.66,12300.61,1.71,14317.41,4.6,4.6,208.78,4.7,2789.44,4.5,5046.64,4.8,9481.66,4.4,6042.1,4.9,7667.79
199,2023-05-15T15:40:04.546Z,719815.1900332057,527794.9065515327,5.3,5.2,3570.52,5.4,1948.04,5.1,4909.86,5.5,5865.07,5.0,1607.6,,,1.68,1.68,13467.51,1.69,5949.34,1.67,3293.04,1.7,6528.49,1.66,12470.35,1.71,13176.63,4.6,4.6,208.78,4.7,2657.85,4.5,5129.41,4.8,9068.48,4.4,5945.53,4.9,7659.61
198,2023-05-15T15:38:31.299Z,716419.4647465736,529241.4027295844,5.3,5.2,3739.88,5.4,1953.53,5.1,4876.24,5.5,5992.53,,,5.6,4175.23,1.68,1.68,15016.15,1.69,6141.62,1.67,3195.29,1.7,6337.35,1.66,12349.23,1.71,13821.46,4.6,4.6,208.78,4.7,2763.48,4.5,5046.64,4.8,9507.08,4.4,6042.1,4.9,7667.79
197,2023-05-15T15:41:41.371Z,721910.0740023127,528628.1869271059,5.4,5.2,3854.61,5.4,2076.29,5.1,5008.88,5.5,5673.75,,,5.6,4511.42,1.68,1.68,13092.21,1.69,5885.86,1.67,3195.29,1.7,6677.32,1.66,12692.44,1.71,13962.11,4.6,4.6,228.73,4.7,2673.99,4.5,5098.52,4.8,8923.81,4.4,6004.49,4.9,7724.94
196,2023-05-15T15:42:19.130Z,722650.5886173424,534112.353785331,5.3,5.2,3836.22,5.3,280.65,5.1,4910.74,5.4,2042.04,5.0,1697.37,5.5,5581.05,1.68,1.68,12501.1,1.69,5539.24,1.67,4085.99,1.7,8939.4,1.66,12580.56,1.71,13904.8,4.7,4.6,228.91,4.7,2646.63,4.5,5438.07,4.8,8734.68,4.4,5961.75,4.9,7724.94
