minutes_to_match,last_match_time,total_matched,total_available,home_last_price_traded,away_last_price_traded,draw_last_price_traded,home_back_1_price,home_back_2_price,home_back_3_price,away_back_1_price,away_back_2_price,away_back_3_price,draw_back_1_price,draw_back_2_price,draw_back_3_price,home_back_1_size,home_back_2_size,home_back_3_size,away_back_1_size,away_back_2_size,away_back_3_size,draw_back_1_size,draw_back_2_size,draw_back_3_size,home_lay_1_price,home_lay_2_price,home_lay_3_price,away_lay_1_price,away_lay_2_price,away_lay_3_price,draw_lay_1_price,draw_lay_2_price,draw_lay_3_price,home_lay_1_size,home_lay_2_size,home_lay_3_size,away_lay_1_size,away_lay_2_size,away_lay_3_size,draw_lay_1_size,draw_lay_2_size,draw_lay_3_size
259,2023-09-24T14:23:28.022Z,62321.31315941361,198532.53470571473,3.4,2.68,3.05,3.35,3.3,3.25,2.66,2.64,2.62,3.0,2.98,2.96,1793.24,2108.02,1594.96,192.28,1862.02,2425.68,3412.12,1577.91,4566.51,3.4,3.45,3.5,2.68,2.7,2.72,3.05,3.1,3.15,282.62,2161.29,3870.78,467.79,487.7,2791.1,2783.49,6809.77,4731.35
258,2023-09-24T14:23:28.022Z,62321.31315941361,198538.982501044,3.4,2.68,3.05,3.35,3.3,3.25,2.66,2.64,2.62,3.0,2.98,2.96,1793.24,2108.02,1597.18,192.28,1862.02,2425.68,3412.12,1577.91,4566.51,3.4,3.45,3.5,2.68,2.7,2.72,3.05,3.1,3.15,282.62,2161.29,3870.78,467.79,487.7,2791.1,2783.49,6809.77,4731.35
257,2023-09-24T14:23:28.022Z,62321.31315941361,199885.5345361318,3.4,2.68,3.05,3.35,3.3,3.25,2.66,2.64,2.62,3.0,2.98,2.96,1796.68,2161.9,1677.34,192.28,1862.02,2425.68,3509.16,1661.95,4621.41,3.4,3.45,3.5,2.68,2.7,2.72,3.05,3.1,3.15,282.62,2219.8,3930.44,505.79,431.7,2481.24,2866.09,6887.78,4811.88
256,2023-09-24T14:23:28.022Z,62321.31315941361,199795.87556946123,3.4,2.68,3.05,3.35,3.3,3.25,2.66,2.64,2.62,3.0,2.98,2.96,1796.68,2161.9,1677.34,192.28,1862.02,2425.68,3509.16,1661.95,4621.41,3.4,3.45,3.5,2.68,2.7,2.72,3.05,3.1,3.15,282.62,2219.8,3892.52,505.79,431.7,2481.24,2866.09,6887.78,4811.88
255,2023-09-24T14:27:31.547Z,62384.52926819898,200314.2474447428,3.4,2.66,3.05,3.35,3.3,3.25,2.66,2.64,2.62,3.0,2.98,2.96,1991.73,2170.08,1684.36,162.92,1821.31,2469.09,3473.34,1661.95,4641.8,3.4,3.45,3.5,2.68,2.7,2.72,3.05,3.1,3.15,251.02,2230.12,3930.44,505.79,441.7,2721.46,2866.09,6862.58,5044.11
254,2023-09-24T14:27:31.547Z,62384.52926819898,200314.2474447428,3.4,2.66,3.05,3.35,3.3,3.25,2.66,2.64,2.62,3.0,2.98,2.96,1991.73,2170.08,1684.36,162.92,1821.31,2469.09,3473.34,1661.95,4641.8,3.4,3.45,3.5,2.68,2.7,2.72,3.05,3.1,3.15,251.02,2230.12,3930.44,505.79,441.7,2721.46,2866.09,6862.58,5044.11
253,2023-09-24T14:27:31.547Z,62384.52926819898,200113.4445277721,3.4,2.66,3.05,3.35,3.3,3.25,2.66,2.64,2.62,3.0,2.98,2.96,1991.73,2170.08,1684.36,162.92,1821.31,2469.09,3473.34,1661.95,4641.8,3.4,3.45,3.5,2.68,2.7,2.72,3.05,3.1,3.15,251.02,2230.12,3930.44,505.79,441.7,2721.46,2866.09,6862.58,5044.11
252,2023-09-24T14:27:31.547Z,62384.52926819898,200311.1929073888,3.4,2.66,3.05,3.35,3.3,3.25,2.66,2.64,2.62,3.0,2.98,2.96,1991.73,2170.08,1684.36,162.92,1821.31,2469.09,3473.34,1661.95,4641.8,3.4,3.45,3.5,2.68,2.7,2.72,3.05,3.1,3.15,251.02,2230.12,3930.44,505.79,441.7,2721.46,2866.09,6862.58,5044.11
251,2023-09-24T14:27:31.547Z,62384.52926819898,200124.3103718404,3.4,2.66,3.05,3.35,3.3,3.25,2.66,2.64,2.62,3.0,2.98,2.96,1991.73,2170.08,1687.87,162.92,1821.31,2469.09,3473.34,1661.95,4641.8,3.4,3.45,3.5,2.68,2.7,2.72,3.05,3.1,3.15,251.02,2230.12,3930.44,505.79,441.7,2721.46,2866.09,6862.58,5044.11
250,2023-09-24T14:32:35.633Z,62386.407314226744,200092.48785746776,3.35,2.66,3.05,3.35,3.3,3.25,2.66,2.64,2.62,3.0,2.98,2.96,1990.78,2170.08,1674.1,162.92,1821.31,2469.09,3473.34,1661.95,4641.8,3.4,3.45,3.5,2.68,2.7,2.72,3.05,3.1,3.15,251.02,2230.12,3930.44,505.79,441.7,2720.3,2866.09,6862.58,5043.1
