minutes_to_match,last_match_time,total_matched,total_available,home_last_price_traded,away_last_price_traded,draw_last_price_traded,home_back_1_price,home_back_2_price,home_back_3_price,away_back_1_price,away_back_2_price,away_back_3_price,draw_back_1_price,draw_back_2_price,draw_back_3_price,home_back_1_size,home_back_2_size,home_back_3_size,away_back_1_size,away_back_2_size,away_back_3_size,draw_back_1_size,draw_back_2_size,draw_back_3_size,home_lay_1_price,home_lay_2_price,home_lay_3_price,away_lay_1_price,away_lay_2_price,away_lay_3_price,draw_lay_1_price,draw_lay_2_price,draw_lay_3_price,home_lay_1_size,home_lay_2_size,home_lay_3_size,away_lay_1_size,away_lay_2_size,away_lay_3_size,draw_lay_1_size,draw_lay_2_size,draw_lay_3_size
207,2023-10-08T15:30:29.919Z,197088.48602056893,334875.5697490797,7.8,1.46,5.3,7.6,7.4,7.2,1.46,1.45,1.44,5.3,5.2,5.1,521.81,1133.26,1229.32,5175.97,6915.97,5725.96,1056.51,902.06,1253.27,7.8,8.0,8.2,1.47,1.48,1.49,5.4,5.5,5.6,295.48,1190.99,984.09,4781.97,7254.39,4657.84,440.91,1732.15,3154.03
206,2023-10-08T15:32:16.032Z,197323.4190495527,336193.27159762254,7.6,1.46,5.4,7.6,7.4,7.2,1.46,1.45,1.44,5.3,5.2,5.1,706.59,1036.9,1368.46,5166.6,6780.96,5734.61,1065.75,997.13,1156.01,7.8,8.0,8.2,1.47,1.48,1.49,5.4,5.5,5.6,370.54,1135.11,732.53,5310.64,7892.28,4733.78,426.85,2233.14,2736.85
205,2023-10-08T15:31:19.569Z,197295.2425333697,336084.3722089076,7.6,1.46,5.3,7.6,7.4,7.2,1.46,1.45,1.44,5.3,5.2,5.1,406.87,1055.2,1424.21,5166.49,6994.42,6028.89,1056.51,997.13,1253.27,7.8,8.0,8.2,1.47,1.48,1.49,5.4,5.5,5.6,370.54,1190.99,854.36,5222.87,7859.2,4592.85,440.91,1578.54,3340.6
204,2023-10-08T15:33:46.260Z,207001.3291478396,336822.09286349325,7.8,1.45,5.4,7.6,7.4,7.2,1.45,1.44,1.43,5.3,5.2,5.1,1015.74,1269.85,875.71,5006.55,5501.5,8332.5,1801.73,1033.61,563.73,7.8,8.0,8.2,1.46,1.47,1.48,5.4,5.5,5.6,276.57,391.89,387.76,3607.58,6375.41,8090.06,150.25,1218.7,3525.21
203,2023-10-08T15:34:28.282Z,207037.73304794417,335877.6409187002,7.8,1.45,5.4,7.6,7.4,7.2,1.45,1.44,1.43,5.3,5.2,5.1,1015.74,1273.04,872.43,5105.72,5943.11,7888.0,1798.96,1038.17,566.59,7.8,8.0,8.2,1.46,1.47,1.48,5.4,5.5,5.6,274.68,379.89,387.76,3623.75,6375.41,8090.06,150.25,1218.7,3550.89
202,2023-10-08T15:33:46.260Z,207001.3291478396,336599.26903718367,7.8,1.45,5.4,7.6,7.4,7.2,1.45,1.44,1.43,5.3,5.2,5.1,1015.74,1269.85,875.71,5006.55,5501.5,8332.5,1801.73,1033.61,563.73,7.8,8.0,8.2,1.46,1.47,1.48,5.4,5.5,5.6,276.57,391.89,387.76,3607.58,6375.41,8090.06,150.25,1218.7,3525.21
201,2023-10-08T15:36:31.342Z,207763.7736291939,335780.12479499384,8.0,1.46,5.4,7.8,7.6,7.4,1.45,1.44,1.43,5.3,5.2,5.1,549.95,883.08,1307.66,4496.62,3751.49,8442.93,1094.5,859.7,1161.32,8.0,8.2,8.4,1.46,1.47,1.48,5.4,5.5,5.6,258.06,383.19,1999.1,3866.61,8716.13,5901.72,163.99,1579.19,2934.72
200,2023-10-08T15:36:31.342Z,207763.7736291939,335321.69076804357,8.0,1.46,5.4,7.8,7.6,7.4,1.45,1.44,1.43,5.3,5.2,5.1,549.95,883.08,1307.66,4496.62,3751.49,7740.1,1094.5,859.7,1161.32,8.0,8.2,8.4,1.46,1.47,1.48,5.4,5.5,5.6,258.06,383.19,1910.23,3866.61,8716.13,5901.72,163.99,1579.19,2934.72
199,2023-10-08T15:36:31.342Z,207763.7736291939,335610.6797068226,8.0,1.46,5.4,7.8,7.6,7.4,1.45,1.44,1.43,5.3,5.2,5.1,376.73,928.2,1261.31,4381.14,4617.75,8273.56,1094.5,859.7,1156.47,8.0,8.2,8.4,1.46,1.47,1.48,5.4,5.5,5.6,258.06,383.19,2162.62,3866.61,8213.87,6814.64,227.5,1576.56,2983.42
198,2023-10-08T15:38:19.901Z,208166.95158675747,334848.34850050835,8.0,1.46,5.4,7.8,7.6,7.4,1.45,1.44,1.43,5.3,5.2,5.1,520.14,784.8,1225.41,4428.48,4099.28,9123.12,1094.5,798.7,1183.0,8.0,8.2,8.4,1.46,1.47,1.48,5.4,5.5,5.6,258.06,466.34,2079.48,3665.02,9102.83,5674.29,227.5,1779.93,2795.94
